latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
26.67423,68.93279,341.37,0.62,0.54,2025-02-12,756,N,VIIRS,n,2,303.61,10.17,D,0
26.67521,68.93082,344.07,0.62,0.54,2025-02-12,756,N,VIIRS,n,2,302.73,15.03,D,0
26.69139,68.88756,346.75,0.62,0.54,2025-02-12,756,N,VIIRS,n,2,315.48,104.57,D,0
26.69373,68.92749,341.82,0.62,0.54,2025-02-12,756,N,VIIRS,n,2,302.56,8.58,D,0
26.71648,68.15749,332.73,0.34,0.56,2025-02-12,756,N,VIIRS,n,2,295.45,1.93,D,0
26.71769,68.15598,333.42,0.34,0.56,2025-02-12,756,N,VIIRS,n,2,296.82,1.75,D,0
26.71855,67.99446,367.0,0.35,0.57,2025-02-12,756,N,VIIRS,h,2,300.62,4.7,D,0
26.87784,68.38885,356.69,0.33,0.55,2025-02-12,756,N,VIIRS,n,2,303.17,12.67,D,0
26.8805,68.38827,367.0,0.33,0.55,2025-02-12,756,N,VIIRS,h,2,303.15,12.11,D,0
26.89077,68.33999,334.24,0.33,0.55,2025-02-12,756,N,VIIRS,n,2,298.63,2.4,D,0
27.10072,68.3691,341.22,0.33,0.55,2025-02-12,756,N,VIIRS,n,2,296.66,2.58,D,0
27.1037,68.38211,334.69,0.33,0.55,2025-02-12,756,N,VIIRS,n,2,297.23,2.11,D,0
27.10602,68.38319,338.75,0.33,0.55,2025-02-12,756,N,VIIRS,n,2,298.45,2.94,D,0
27.52271,69.38371,335.67,0.56,0.51,2025-02-12,756,N,VIIRS,n,2,302.96,22.53,D,0
27.52391,69.38929,344.65,0.56,0.51,2025-02-12,756,N,VIIRS,n,2,316.7,79.52,D,0
27.66239,68.56706,333.53,0.62,0.54,2025-02-12,756,N,VIIRS,l,2,306.74,6.67,D,0
27.66726,68.5657,333.7,0.62,0.54,2025-02-12,756,N,VIIRS,l,2,306.45,6.67,D,0
27.69471,68.75942,335.69,0.6,0.53,2025-02-12,756,N,VIIRS,n,2,297.3,3.5,D,0
27.79351,68.63979,331.66,0.61,0.53,2025-02-12,756,N,VIIRS,n,2,300.32,3.29,D,0
27.87135,68.70618,334.37,0.6,0.53,2025-02-12,756,N,VIIRS,n,2,300.53,2.26,D,0
27.9094,69.05763,343.44,0.57,0.52,2025-02-12,756,N,VIIRS,n,2,300.41,5.97,D,0
27.91055,69.05981,345.46,0.57,0.52,2025-02-12,756,N,VIIRS,n,2,300.38,9.25,D,0
27.96046,67.58055,345.54,0.35,0.57,2025-02-12,756,N,VIIRS,n,2,299.62,2.67,D,0
28.04059,69.42986,341.48,0.54,0.51,2025-02-12,756,N,VIIRS,n,2,300.34,5.11,D,0
28.10066,69.29064,332.93,0.55,0.51,2025-02-12,756,N,VIIRS,n,2,299.95,3.85,D,0
28.26358,67.58684,339.35,0.34,0.56,2025-02-12,756,N,VIIRS,n,2,302.94,3.74,D,0
28.28397,69.63065,336.98,0.52,0.5,2025-02-12,756,N,VIIRS,n,2,302.14,5.03,D,0
28.31512,70.02422,341.22,0.49,0.49,2025-02-12,756,N,VIIRS,n,2,301.12,6.78,D,0
28.33128,67.94766,349.01,0.32,0.55,2025-02-12,756,N,VIIRS,n,2,297.33,2.87,D,0
28.34615,70.00748,330.09,0.49,0.49,2025-02-12,756,N,VIIRS,n,2,299.42,5.08,D,0
28.34623,69.83215,335.44,0.5,0.49,2025-02-12,756,N,VIIRS,n,2,295.69,5.3,D,0
28.35863,67.64714,330.85,0.34,0.56,2025-02-12,756,N,VIIRS,l,2,304.37,2.85,D,0
28.36039,69.87656,335.97,0.5,0.49,2025-02-12,756,N,VIIRS,n,2,301.29,4.36,D,0
28.36146,69.88161,335.43,0.5,0.49,2025-02-12,756,N,VIIRS,n,2,301.43,4.71,D,0
28.36484,69.87537,337.52,0.5,0.49,2025-02-12,756,N,VIIRS,n,2,297.73,10.32,D,0
28.36591,69.88042,341.12,0.5,0.49,2025-02-12,756,N,VIIRS,n,2,298.14,13.12,D,0
28.42251,69.97127,341.41,0.49,0.49,2025-02-12,756,N,VIIRS,n,2,299.93,9.75,D,0
28.43041,69.84415,348.93,0.5,0.49,2025-02-12,756,N,VIIRS,n,2,304.31,10.6,D,0
28.56823,67.40932,340.96,0.35,0.56,2025-02-12,756,N,VIIRS,n,2,302.17,4.59,D,0
28.6299,70.28908,367.0,0.47,0.48,2025-02-12,756,N,VIIRS,h,2,299.87,12.62,D,0
28.80201,70.32584,345.13,0.46,0.47,2025-02-12,756,N,VIIRS,n,2,303.98,9.75,D,0
28.81527,67.64237,331.24,0.33,0.55,2025-02-12,756,N,VIIRS,n,2,305.99,3.07,D,0
28.81605,67.64571,367.0,0.33,0.55,2025-02-12,756,N,VIIRS,h,2,307.13,3.07,D,0
26.30837,68.05558,332.65,0.77,0.77,2025-02-12,936,N,VIIRS,n,2,293.75,4.56,D,0
28.42637,69.70129,297.74,0.61,0.71,2025-02-12,2202,N,VIIRS,n,2,282.54,1.51,N,2
26.35316,68.72115,335.36,0.62,0.71,2025-02-13,737,N,VIIRS,n,2,296.14,6.88,D,0
26.3567,68.71744,367.0,0.62,0.71,2025-02-13,737,N,VIIRS,h,2,297.66,11.54,D,0
26.80282,68.19728,367.0,0.65,0.73,2025-02-13,737,N,VIIRS,h,2,294.65,12.73,D,0
27.47143,68.44609,338.08,0.6,0.71,2025-02-13,737,N,VIIRS,n,2,292.6,5.05,D,0
27.47164,68.44524,339.32,0.6,0.71,2025-02-13,737,N,VIIRS,n,2,292.01,4.88,D,0
27.77735,68.69347,332.13,0.57,0.69,2025-02-13,737,N,VIIRS,n,2,293.83,3.9,D,0
28.05526,69.38932,334.6,0.51,0.66,2025-02-13,737,N,VIIRS,n,2,297.87,5.6,D,0
28.05661,69.39452,337.31,0.51,0.66,2025-02-13,737,N,VIIRS,n,2,297.42,7.64,D,0
28.05684,69.39206,356.57,0.52,0.66,2025-02-13,737,N,VIIRS,n,2,299.11,8.92,D,0
28.09388,69.33751,367.0,0.52,0.67,2025-02-13,737,N,VIIRS,h,2,297.36,9.21,D,0
28.35729,69.79167,367.0,0.48,0.65,2025-02-13,737,N,VIIRS,h,2,300.3,10.0,D,0
28.35851,69.78732,367.0,0.48,0.65,2025-02-13,737,N,VIIRS,h,2,298.16,8.44,D,0
28.44769,69.8165,345.27,0.48,0.64,2025-02-13,737,N,VIIRS,n,2,299.57,7.06,D,0
28.98928,67.49982,354.68,0.63,0.72,2025-02-13,738,N,VIIRS,n,2,299.07,9.09,D,0
28.99185,67.50106,341.27,0.63,0.72,2025-02-13,738,N,VIIRS,n,2,299.23,9.67,D,0
29.00883,70.33001,348.01,0.43,0.62,2025-02-13,738,N,VIIRS,n,2,298.84,5.86,D,0
29.10766,69.35762,367.0,0.49,0.65,2025-02-13,738,N,VIIRS,h,2,297.97,15.33,D,0
29.10886,69.35584,367.0,0.49,0.65,2025-02-13,738,N,VIIRS,h,2,295.57,9.16,D,0
29.11006,69.36044,339.31,0.49,0.65,2025-02-13,738,N,VIIRS,n,2,294.93,11.25,D,0
26.41628,68.25214,344.19,0.41,0.6,2025-02-13,917,N,VIIRS,n,2,297.7,6.01,D,0
26.41661,68.25632,346.3,0.41,0.6,2025-02-13,917,N,VIIRS,n,2,296.58,8.43,D,0
26.58326,68.24715,343.48,0.41,0.6,2025-02-13,917,N,VIIRS,n,2,297.66,2.85,D,0
26.64584,68.90353,343.28,0.45,0.63,2025-02-13,917,N,VIIRS,n,2,298.85,3.82,D,0
26.71324,68.01813,334.01,0.4,0.6,2025-02-13,917,N,VIIRS,n,2,298.46,5.66,D,0
26.71849,68.01353,333.41,0.4,0.6,2025-02-13,917,N,VIIRS,n,2,298.96,3.06,D,0
26.71881,68.01761,334.01,0.4,0.6,2025-02-13,917,N,VIIRS,n,2,298.17,3.06,D,0
26.79039,68.01538,334.16,0.4,0.6,2025-02-13,918,N,VIIRS,n,2,295.3,2.46,D,0
26.80935,68.0425,355.96,0.4,0.6,2025-02-13,918,N,VIIRS,n,2,297.23,7.65,D,0
26.92693,68.13318,334.93,0.41,0.6,2025-02-13,918,N,VIIRS,n,2,295.65,2.57,D,0
26.98024,68.38129,344.69,0.42,0.61,2025-02-13,918,N,VIIRS,n,2,296.96,5.7,D,0
26.98154,68.95477,341.07,0.46,0.63,2025-02-13,918,N,VIIRS,n,2,297.34,4.03,D,0
26.98746,68.9543,349.94,0.46,0.63,2025-02-13,918,N,VIIRS,n,2,298.17,4.65,D,0
26.98779,68.95898,335.18,0.46,0.63,2025-02-13,918,N,VIIRS,n,2,296.26,4.65,D,0
27.44077,68.45272,343.26,0.43,0.62,2025-02-13,918,N,VIIRS,n,2,296.48,5.25,D,0
27.44111,68.45718,333.22,0.43,0.62,2025-02-13,918,N,VIIRS,n,2,297.1,7.23,D,0
27.44176,68.45596,353.54,0.43,0.62,2025-02-13,918,N,VIIRS,n,2,298.22,7.82,D,0
27.50918,68.50415,334.99,0.43,0.62,2025-02-13,918,N,VIIRS,n,2,296.26,2.68,D,0
27.53243,69.35301,342.9,0.49,0.65,2025-02-13,918,N,VIIRS,n,2,299.63,5.98,D,0
27.75265,69.06203,332.38,0.47,0.64,2025-02-13,918,N,VIIRS,n,2,297.1,6.37,D,0
27.75299,69.06694,353.69,0.47,0.64,2025-02-13,918,N,VIIRS,n,2,298.31,11.14,D,0
27.77873,68.69942,334.95,0.45,0.63,2025-02-13,918,N,VIIRS,n,2,297.66,5.12,D,0
27.90773,67.56411,332.89,0.38,0.59,2025-02-13,918,N,VIIRS,n,2,297.05,2.05,D,0
27.92603,67.58649,367.0,0.38,0.59,2025-02-13,918,N,VIIRS,h,2,301.53,15.34,D,0
27.95714,69.26238,333.82,0.49,0.65,2025-02-13,918,N,VIIRS,n,2,293.08,3.18,D,0
28.00985,67.5948,335.69,0.39,0.59,2025-02-13,918,N,VIIRS,n,2,297.05,4.44,D,0
28.0099,67.59489,335.68,0.39,0.59,2025-02-13,918,N,VIIRS,n,2,297.3,4.72,D,0
28.07343,69.2598,344.97,0.49,0.65,2025-02-13,918,N,VIIRS,n,2,300.39,6.84,D,0
28.08897,69.2177,330.35,0.48,0.65,2025-02-13,918,N,VIIRS,n,2,299.76,4.81,D,0
28.09978,69.57282,333.82,0.51,0.66,2025-02-13,918,N,VIIRS,n,2,295.01,2.74,D,0
28.12723,69.15376,331.69,0.48,0.65,2025-02-13,918,N,VIIRS,n,2,297.61,3.1,D,0
28.18488,69.55859,331.24,0.51,0.66,2025-02-13,918,N,VIIRS,n,2,297.98,7.54,D,0
28.27484,70.0944,331.35,0.55,0.68,2025-02-13,918,N,VIIRS,n,2,296.67,3.02,D,0
28.37902,70.06701,333.67,0.55,0.68,2025-02-13,918,N,VIIRS,n,2,296.87,3.78,D,0
28.38347,70.06607,352.61,0.55,0.68,2025-02-13,918,N,VIIRS,n,2,298.51,6.51,D,0
28.3854,70.06656,335.85,0.55,0.68,2025-02-13,918,N,VIIRS,n,2,295.62,3.78,D,0
28.39305,69.81441,331.51,0.53,0.67,2025-02-13,918,N,VIIRS,n,2,300.06,2.54,D,0
28.42604,69.88566,337.47,0.54,0.68,2025-02-13,918,N,VIIRS,n,2,298.22,7.52,D,0
28.59225,70.07266,330.64,0.55,0.68,2025-02-13,918,N,VIIRS,n,2,299.68,3.29,D,0
28.59412,70.076,334.86,0.55,0.68,2025-02-13,918,N,VIIRS,n,2,299.11,4.76,D,0
28.71925,67.59964,343.33,0.39,0.59,2025-02-13,918,N,VIIRS,n,2,302.53,2.39,D,0
28.72691,67.48934,348.64,0.39,0.59,2025-02-13,918,N,VIIRS,n,2,301.54,4.69,D,0
28.72733,67.48798,341.69,0.39,0.59,2025-02-13,918,N,VIIRS,n,2,301.44,4.96,D,0
28.73184,67.4807,347.09,0.39,0.59,2025-02-13,918,N,VIIRS,n,2,300.37,6.45,D,0
28.7322,67.47939,343.01,0.39,0.59,2025-02-13,918,N,VIIRS,n,2,299.59,4.02,D,0
28.4221,69.70187,302.16,0.32,0.55,2025-02-13,2143,N,VIIRS,n,2,284.87,0.45,N,2
28.42706,69.70333,296.02,0.32,0.55,2025-02-13,2143,N,VIIRS,n,2,285.12,0.45,N,2
28.47977,70.29506,296.46,0.35,0.57,2025-02-13,2143,N,VIIRS,n,2,280.8,0.89,N,0
28.48047,70.29436,310.44,0.35,0.57,2025-02-13,2143,N,VIIRS,n,2,281.04,0.88,N,0
28.48489,70.29663,321.91,0.35,0.57,2025-02-13,2143,N,VIIRS,n,2,281.71,0.89,N,0
28.48559,70.29592,316.74,0.35,0.57,2025-02-13,2143,N,VIIRS,n,2,281.49,0.88,N,0
26.24578,68.19019,340.8,0.41,0.45,2025-02-14,858,N,VIIRS,n,2,300.13,6.9,D,0
26.63473,68.91246,344.36,0.46,0.47,2025-02-14,858,N,VIIRS,n,2,302.35,49.02,D,0
27.32786,68.32298,338.8,0.43,0.46,2025-02-14,859,N,VIIRS,n,2,293.1,3.86,D,0
27.58318,69.37016,330.05,0.5,0.49,2025-02-14,859,N,VIIRS,l,2,301.93,2.26,D,0
27.59228,69.36906,340.85,0.5,0.49,2025-02-14,859,N,VIIRS,n,2,302.43,3.59,D,0
27.5928,69.37419,341.5,0.5,0.49,2025-02-14,859,N,VIIRS,n,2,302.92,7.7,D,0
27.60751,69.38281,334.04,0.5,0.49,2025-02-14,859,N,VIIRS,l,2,304.23,3.57,D,0
27.60994,69.36169,336.16,0.5,0.49,2025-02-14,859,N,VIIRS,n,2,303.94,6.61,D,0
27.74652,69.06306,341.79,0.48,0.48,2025-02-14,859,N,VIIRS,n,2,300.09,4.89,D,0
27.75099,69.06249,332.92,0.48,0.48,2025-02-14,859,N,VIIRS,n,2,299.81,4.51,D,0
27.81233,69.10878,342.66,0.49,0.48,2025-02-14,859,N,VIIRS,n,2,301.39,4.05,D,0
27.92963,69.27057,330.56,0.5,0.49,2025-02-14,859,N,VIIRS,n,2,302.5,3.08,D,0
27.93517,67.55815,328.23,0.4,0.44,2025-02-14,859,N,VIIRS,n,2,283.78,2.42,D,0
28.02151,69.26971,338.46,0.5,0.49,2025-02-14,859,N,VIIRS,n,2,301.45,39.34,D,0
28.02204,69.27486,349.01,0.5,0.49,2025-02-14,859,N,VIIRS,n,2,314.46,39.34,D,0
28.02251,69.27212,349.27,0.5,0.49,2025-02-14,859,N,VIIRS,n,2,313.04,79.08,D,0
28.11448,69.45679,332.98,0.51,0.5,2025-02-14,859,N,VIIRS,n,2,285.79,1.98,D,0
28.45906,70.03387,345.83,0.56,0.52,2025-02-14,859,N,VIIRS,n,2,293.02,7.07,D,0
28.91423,70.32735,331.97,0.59,0.53,2025-02-14,859,N,VIIRS,n,2,296.72,4.46,D,0
29.07549,70.33295,351.76,0.6,0.53,2025-02-14,859,N,VIIRS,n,2,300.04,76.5,D,0
28.42491,69.69888,298.88,0.53,0.42,2025-02-14,2124,N,VIIRS,n,2,284.73,0.99,N,2
26.23444,68.14769,336.89,0.39,0.36,2025-02-15,840,N,VIIRS,n,2,300.9,1.73,D,0
26.29191,67.93791,338.73,0.39,0.36,2025-02-15,840,N,VIIRS,n,2,304.66,4.39,D,0
26.32901,68.14795,339.36,0.39,0.36,2025-02-15,840,N,VIIRS,n,2,303.73,8.01,D,0
26.33624,68.12654,345.29,0.39,0.36,2025-02-15,840,N,VIIRS,n,2,307.57,12.49,D,0
26.34303,68.19789,343.39,0.39,0.36,2025-02-15,840,N,VIIRS,n,2,304.14,3.47,D,0
26.34586,68.93972,338.05,0.41,0.37,2025-02-15,840,N,VIIRS,n,2,305.89,3.16,D,0
26.39682,68.04739,347.07,0.39,0.36,2025-02-15,840,N,VIIRS,n,2,306.76,8.81,D,0
26.44661,68.26465,335.94,0.4,0.37,2025-02-15,840,N,VIIRS,n,2,304.32,1.72,D,0
26.56404,67.96954,335.74,0.39,0.36,2025-02-15,840,N,VIIRS,n,2,305.43,1.76,D,0
26.64713,68.92851,340.36,0.41,0.37,2025-02-15,840,N,VIIRS,n,2,307.29,5.84,D,0
26.79226,68.0056,337.6,0.39,0.36,2025-02-15,840,N,VIIRS,n,2,301.77,4.11,D,0
26.8056,68.24279,333.55,0.4,0.37,2025-02-15,840,N,VIIRS,n,2,304.43,1.56,D,0
26.83145,68.27908,343.79,0.4,0.37,2025-02-15,840,N,VIIRS,n,2,305.73,4.64,D,0
26.91778,68.42084,334.97,0.4,0.37,2025-02-15,840,N,VIIRS,n,2,304.78,9.32,D,0
26.97164,68.9549,334.94,0.41,0.37,2025-02-15,840,N,VIIRS,n,2,308.0,3.39,D,0
27.02932,67.80663,342.68,0.39,0.36,2025-02-15,840,N,VIIRS,n,2,303.71,16.51,D,0
27.24665,68.55579,330.7,0.4,0.37,2025-02-15,840,N,VIIRS,l,2,302.15,4.6,D,0
27.29792,69.05208,337.69,0.42,0.38,2025-02-15,840,N,VIIRS,l,2,310.84,5.0,D,0
27.31438,68.4188,336.92,0.4,0.37,2025-02-15,840,N,VIIRS,n,2,304.64,6.99,D,0
27.40127,68.71967,336.64,0.41,0.37,2025-02-15,840,N,VIIRS,n,2,302.79,2.8,D,0
27.47847,68.3707,332.48,0.4,0.37,2025-02-15,840,N,VIIRS,l,2,303.16,4.23,D,0
27.49441,68.71275,333.62,0.41,0.37,2025-02-15,840,N,VIIRS,n,2,304.58,1.54,D,0
27.568,68.76395,330.52,0.41,0.37,2025-02-15,840,N,VIIRS,l,2,302.1,1.55,D,0
27.70387,68.99545,339.14,0.42,0.38,2025-02-15,840,N,VIIRS,n,2,303.19,4.63,D,0
27.73073,68.45713,337.11,0.41,0.37,2025-02-15,840,N,VIIRS,l,2,309.94,6.02,D,0
27.93152,69.37962,331.8,0.43,0.38,2025-02-15,840,N,VIIRS,n,2,301.79,2.69,D,0
27.93905,68.2794,334.56,0.4,0.37,2025-02-15,840,N,VIIRS,n,2,300.03,2.5,D,0
27.96974,69.01479,335.43,0.42,0.38,2025-02-15,840,N,VIIRS,n,2,306.47,2.88,D,0
27.9866,69.41566,336.62,0.44,0.38,2025-02-15,840,N,VIIRS,n,2,308.48,2.67,D,0
28.11656,69.92062,333.98,0.46,0.39,2025-02-15,840,N,VIIRS,n,2,303.71,2.78,D,0
28.12384,69.83419,338.88,0.45,0.39,2025-02-15,840,N,VIIRS,n,2,306.03,6.13,D,0
28.15074,69.8157,334.39,0.45,0.39,2025-02-15,840,N,VIIRS,n,2,303.98,2.75,D,0
28.2238,69.77691,334.61,0.45,0.39,2025-02-15,840,N,VIIRS,n,2,304.58,4.31,D,0
28.26131,69.62727,342.41,0.45,0.39,2025-02-15,840,N,VIIRS,n,2,304.15,14.08,D,0
28.26147,70.10075,337.18,0.47,0.39,2025-02-15,840,N,VIIRS,n,2,310.92,8.96,D,0
28.26668,69.61243,331.12,0.45,0.39,2025-02-15,840,N,VIIRS,n,2,305.91,2.6,D,0
28.29232,67.40553,345.07,0.39,0.36,2025-02-15,840,N,VIIRS,n,2,306.06,8.1,D,0
28.29565,67.40491,351.67,0.39,0.36,2025-02-15,840,N,VIIRS,n,2,307.43,8.1,D,0
28.32777,69.57919,335.95,0.44,0.39,2025-02-15,840,N,VIIRS,n,2,299.76,2.71,D,0
28.33073,69.57407,341.83,0.44,0.39,2025-02-15,840,N,VIIRS,n,2,306.16,16.09,D,0
28.33429,69.57348,348.29,0.44,0.39,2025-02-15,840,N,VIIRS,n,2,310.5,16.09,D,0
28.33588,70.01315,332.46,0.46,0.39,2025-02-15,840,N,VIIRS,l,2,305.29,1.52,D,0
28.34189,70.03153,334.74,0.46,0.39,2025-02-15,840,N,VIIRS,n,2,303.3,2.38,D,0
28.36972,69.98843,335.48,0.46,0.39,2025-02-15,840,N,VIIRS,n,2,304.99,3.49,D,0
28.37334,69.98784,336.62,0.46,0.39,2025-02-15,840,N,VIIRS,n,2,301.81,3.49,D,0
28.47381,70.08015,343.83,0.47,0.4,2025-02-15,840,N,VIIRS,n,2,306.51,12.88,D,0
28.48703,69.83675,346.4,0.46,0.39,2025-02-15,840,N,VIIRS,n,2,310.0,9.37,D,0
28.48843,69.83903,336.91,0.46,0.39,2025-02-15,840,N,VIIRS,n,2,307.41,6.85,D,0
28.51031,69.95556,342.9,0.46,0.39,2025-02-15,840,N,VIIRS,n,2,305.59,3.04,D,0
28.51839,67.77057,339.9,0.4,0.37,2025-02-15,840,N,VIIRS,n,2,309.36,3.74,D,0
28.5195,70.23537,335.7,0.48,0.4,2025-02-15,840,N,VIIRS,n,2,304.37,2.68,D,0
28.52317,70.23479,350.86,0.48,0.4,2025-02-15,840,N,VIIRS,n,2,312.22,32.31,D,0
28.52623,70.08433,334.98,0.47,0.4,2025-02-15,840,N,VIIRS,n,2,304.52,2.01,D,0
28.61622,70.14863,333.59,0.47,0.4,2025-02-15,840,N,VIIRS,n,2,301.97,2.4,D,0
28.7166,67.49231,340.25,0.39,0.36,2025-02-15,840,N,VIIRS,l,2,311.08,3.96,D,0
28.71918,70.23344,335.23,0.48,0.4,2025-02-15,840,N,VIIRS,n,2,306.11,3.27,D,0
28.73608,67.48459,336.86,0.39,0.36,2025-02-15,840,N,VIIRS,l,2,310.12,3.44,D,0
28.73943,67.48396,338.33,0.39,0.36,2025-02-15,840,N,VIIRS,l,2,309.69,3.44,D,0
28.75683,67.65411,338.2,0.39,0.37,2025-02-15,840,N,VIIRS,n,2,311.35,1.96,D,0
28.79581,67.75907,335.49,0.4,0.37,2025-02-15,840,N,VIIRS,l,2,307.38,2.19,D,0
28.93407,70.26398,335.12,0.48,0.4,2025-02-15,840,N,VIIRS,n,2,305.26,6.8,D,0
28.93776,70.26339,333.99,0.48,0.4,2025-02-15,840,N,VIIRS,n,2,303.15,6.8,D,0
28.9507,70.39874,336.2,0.49,0.4,2025-02-15,840,N,VIIRS,n,2,304.88,4.37,D,0
28.95442,70.39816,331.0,0.49,0.4,2025-02-15,840,N,VIIRS,n,2,302.7,4.37,D,0
28.98735,70.31362,337.02,0.48,0.4,2025-02-15,840,N,VIIRS,n,2,303.78,3.37,D,0
29.02563,70.31776,334.17,0.49,0.4,2025-02-15,840,N,VIIRS,n,2,301.62,3.99,D,0
28.42459,69.69951,311.07,0.38,0.36,2025-02-15,2105,N,VIIRS,n,2,287.37,1.01,N,2
26.38943,68.0668,332.27,0.47,0.4,2025-02-16,821,N,VIIRS,n,2,299.06,4.66,D,0
26.46386,68.29453,333.59,0.46,0.39,2025-02-16,821,N,VIIRS,n,2,300.17,9.55,D,0
26.47217,68.06795,338.99,0.47,0.4,2025-02-16,821,N,VIIRS,n,2,302.41,5.35,D,0
26.58212,67.96937,342.06,0.47,0.4,2025-02-16,821,N,VIIRS,n,2,302.42,9.46,D,0
26.58227,67.96769,338.98,0.47,0.4,2025-02-16,821,N,VIIRS,n,2,301.42,5.48,D,0
26.63314,68.12718,332.25,0.46,0.39,2025-02-16,821,N,VIIRS,n,2,297.41,2.0,D,0
26.65974,68.02505,333.52,0.47,0.39,2025-02-16,821,N,VIIRS,n,2,299.23,3.93,D,0
26.66334,68.02425,335.14,0.47,0.39,2025-02-16,821,N,VIIRS,n,2,300.41,3.93,D,0
26.67771,67.83239,340.93,0.48,0.4,2025-02-16,821,N,VIIRS,n,2,301.96,18.52,D,0
26.69317,67.91732,341.2,0.47,0.4,2025-02-16,821,N,VIIRS,n,2,302.24,7.55,D,0
26.76933,68.23681,333.16,0.46,0.39,2025-02-16,821,N,VIIRS,n,2,296.03,3.18,D,0
26.8258,68.11506,345.72,0.46,0.39,2025-02-16,821,N,VIIRS,n,2,298.55,6.26,D,0
26.82677,68.117,332.09,0.46,0.39,2025-02-16,821,N,VIIRS,n,2,297.87,4.08,D,0
26.88721,68.3305,332.97,0.45,0.39,2025-02-16,821,N,VIIRS,n,2,297.05,5.1,D,0
26.9112,67.81421,331.68,0.47,0.4,2025-02-16,821,N,VIIRS,n,2,297.74,3.32,D,0
26.9371,68.55088,341.72,0.44,0.38,2025-02-16,821,N,VIIRS,n,2,301.71,3.59,D,0
26.94468,67.81164,331.56,0.47,0.4,2025-02-16,821,N,VIIRS,n,2,298.8,3.32,D,0
26.95129,68.18152,339.49,0.46,0.39,2025-02-16,821,N,VIIRS,n,2,298.01,5.12,D,0
27.23762,68.31821,332.86,0.45,0.39,2025-02-16,821,N,VIIRS,n,2,296.66,5.77,D,0
27.28236,68.32231,331.97,0.45,0.39,2025-02-16,821,N,VIIRS,n,2,297.03,3.68,D,0
27.65591,68.44841,335.99,0.44,0.38,2025-02-16,821,N,VIIRS,n,2,299.79,8.63,D,0
27.71497,68.55821,331.45,0.43,0.38,2025-02-16,821,N,VIIRS,n,2,304.05,2.57,D,0
27.76601,69.00022,340.87,0.42,0.38,2025-02-16,821,N,VIIRS,n,2,302.4,8.26,D,0
27.83282,69.1854,337.17,0.41,0.37,2025-02-16,821,N,VIIRS,n,2,298.11,3.17,D,0
27.84452,69.21307,334.39,0.41,0.37,2025-02-16,821,N,VIIRS,n,2,300.43,5.22,D,0
27.86448,69.04507,332.54,0.42,0.37,2025-02-16,821,N,VIIRS,l,2,303.76,2.73,D,0
27.8679,69.04434,330.02,0.42,0.37,2025-02-16,821,N,VIIRS,n,2,296.18,1.68,D,0
27.89741,69.05106,333.73,0.42,0.37,2025-02-16,821,N,VIIRS,n,2,298.17,3.13,D,0
27.93295,68.92549,330.31,0.42,0.38,2025-02-16,821,N,VIIRS,n,2,297.92,2.48,D,0
28.02409,67.63113,339.53,0.47,0.39,2025-02-16,821,N,VIIRS,n,2,299.59,3.76,D,0
28.02956,69.35534,337.15,0.41,0.37,2025-02-16,821,N,VIIRS,n,2,301.84,20.33,D,0
28.09585,69.29011,334.63,0.41,0.37,2025-02-16,821,N,VIIRS,n,2,294.95,3.65,D,0
28.0992,69.26801,330.86,0.41,0.37,2025-02-16,821,N,VIIRS,l,2,301.25,1.96,D,0
28.10278,69.43749,335.51,0.4,0.37,2025-02-16,821,N,VIIRS,n,2,296.06,3.53,D,0
28.11288,69.37171,338.01,0.41,0.37,2025-02-16,821,N,VIIRS,n,2,297.39,5.99,D,0
28.13069,69.75492,333.54,0.4,0.37,2025-02-16,821,N,VIIRS,n,2,295.95,2.96,D,0
28.1686,69.5591,335.0,0.4,0.37,2025-02-16,821,N,VIIRS,n,2,295.6,3.08,D,0
28.176,69.62469,331.33,0.4,0.37,2025-02-16,821,N,VIIRS,n,2,299.94,3.12,D,0
28.18604,69.43308,335.46,0.4,0.37,2025-02-16,821,N,VIIRS,n,2,301.85,3.06,D,0
28.22069,69.79061,347.28,0.4,0.37,2025-02-16,821,N,VIIRS,n,2,294.83,7.18,D,0
28.30947,69.68938,340.17,0.4,0.37,2025-02-16,821,N,VIIRS,n,2,300.29,10.38,D,0
28.31083,69.67657,350.97,0.4,0.37,2025-02-16,821,N,VIIRS,n,2,303.57,12.27,D,0
28.3772,70.1054,331.93,0.39,0.36,2025-02-16,821,N,VIIRS,n,2,294.99,3.1,D,0
28.46845,69.89323,342.62,0.39,0.36,2025-02-16,821,N,VIIRS,n,2,295.6,6.46,D,0
28.55624,70.11796,336.22,0.39,0.36,2025-02-16,821,N,VIIRS,n,2,297.52,2.5,D,0
28.72534,67.49844,335.64,0.46,0.39,2025-02-16,821,N,VIIRS,n,2,304.17,2.55,D,0
28.35117,70.19777,298.4,0.49,0.41,2025-02-16,2046,N,VIIRS,n,2,284.08,0.69,N,0
28.42399,69.70013,302.35,0.52,0.42,2025-02-16,2046,N,VIIRS,n,2,286.1,0.84,N,2
28.61089,68.62833,299.93,0.4,0.44,2025-02-16,2046,N,VIIRS,n,2,288.11,0.75,N,0
28.61219,68.62592,309.35,0.4,0.44,2025-02-16,2046,N,VIIRS,n,2,287.63,0.96,N,2
